date,gold,silver
06/09/2000,168.95,204.36
06/12/2000,170.63,203.7
06/13/2000,170.07,203.05
06/14/2000,173.69,205.77
06/15/2000,172.48,205.24
06/16/2000,171.98,205.55
06/19/2000,170.17,204.01
06/20/2000,170.26,203.76
06/21/2000,170.28,201.27
06/22/2000,169.78,201.66
06/23/2000,168.39,200.93
06/26/2000,168.88,202.11
06/27/2000,170.09,200.98
06/28/2000,174.14,202.18
06/29/2000,172.04,203.01
06/30/2000,172.54,204.05
07/03/2000,172.62,204.14
07/04/2000,172.62,204.14
07/05/2000,169.01,202.48
07/06/2000,168.62,203.04
07/07/2000,168.65,202.27
07/10/2000,168.91,203.17
07/11/2000,167.99,201.48
07/12/2000,166.88,202.03
07/13/2000,166.61,202.35
07/14/2000,167.22,203.18
07/17/2000,168.76,203.89
07/18/2000,168.15,204.04
07/19/2000,166.14,202.47
07/20/2000,166.58,202.98
07/21/2000,166.72,200.2
07/24/2000,166.11,201.02
07/25/2000,166.13,202.87
07/26/2000,166.4,201.17
07/27/2000,165.78,201.81
07/28/2000,165.46,201.64
07/31/2000,164.96,203.28
08/01/2000,164.99,202.91
08/02/2000,164.79,202.74
08/03/2000,162.89,202.05
08/04/2000,162.39,199.58
08/07/2000,162.77,200.77
08/08/2000,162.56,199.4
08/09/2000,161.77,198.77
08/10/2000,161.98,199.18
08/11/2000,163.58,200.04
08/14/2000,163.26,198.75
08/15/2000,163.28,197.74
08/16/2000,164.89,197.42
08/17/2000,165.09,197.73
08/18/2000,164.59,196.6
08/21/2000,163.68,197.26
08/22/2000,162.72,196.58
08/23/2000,161.23,194.61
08/24/2000,162.31,197.13
08/25/2000,162.98,198.52
08/28/2000,163,200.14
08/29/2000,162.45,200.86
08/30/2000,162.88,199.69
08/31/2000,165.19,202.13
09/01/2000,164.52,202.24
09/04/2000,164.52,202.24
09/05/2000,163.93,202.1
09/06/2000,162.9,201.62
09/07/2000,162.81,199.85
09/08/2000,162.31,199.48
09/11/2000,162.4,198.18
09/12/2000,162.31,199.21
09/13/2000,162.27,198.64
09/14/2000,162.01,198.8
09/15/2000,161.92,198.03
09/18/2000,161.47,198.45
09/19/2000,161.79,198.76
09/20/2000,160.11,196.7
09/21/2000,160.73,198.43
09/22/2000,161.69,199.99
09/25/2000,163.07,200.29
09/26/2000,163.1,200.52
09/27/2000,165.65,202.04
09/28/2000,164.09,201.35
09/29/2000,162.94,199.21
10/02/2000,162.67,199.6
10/03/2000,161.82,199.91
10/04/2000,160.9,198.38
10/05/2000,161.05,199.01
10/06/2000,160.31,198.64
10/09/2000,160.86,198.83
10/10/2000,162.19,200.19
10/11/2000,160.98,198.29
10/12/2000,164.42,200.46
10/13/2000,162.09,198.76
10/16/2000,161.64,198.78
10/17/2000,161.38,197.28
10/18/2000,160.93,197.64
10/19/2000,160.78,196.54
10/20/2000,161.4,196.57
10/23/2000,160.71,194.85
10/24/2000,160.8,195.41
10/25/2000,158.35,194.03
10/26/2000,157.61,192.73
10/27/2000,157.22,193.37
10/30/2000,157.24,193.07
10/31/2000,157.62,193.42
11/01/2000,157.06,194.27
11/02/2000,157.38,191.75
11/03/2000,157.53,193
11/06/2000,157.55,193.91
11/07/2000,157.22,192.32
11/08/2000,157.66,193.08
11/09/2000,158.16,193.18
11/10/2000,157.37,191.55
11/13/2000,157.38,190.25
11/14/2000,157.46,190.56
11/15/2000,157.61,190.35
11/16/2000,158.05,189.78
11/17/2000,158.02,189.18
11/20/2000,158.45,189.23
11/21/2000,158.01,188.23
11/22/2000,158.39,188.22
11/23/2000,158.39,188.22
11/24/2000,158.44,188.28
11/27/2000,160.7,191.27
11/28/2000,160.49,191.42
11/29/2000,158.76,188.53
11/30/2000,160.96,190.89
12/01/2000,160.17,189.51
12/04/2000,161.37,192.5
12/05/2000,161.1,192.05
12/06/2000,163.48,194.09
12/07/2000,162.8,192.92
12/08/2000,162.24,189.82
12/11/2000,161.14,190.24
12/12/2000,161.23,190.35
12/13/2000,160.08,188.89
12/14/2000,160.28,187.92
12/15/2000,161.13,186.42
12/18/2000,160.68,186.83
12/19/2000,160.71,187.27
12/20/2000,162.33,187.7
12/21/2000,162.94,187.73
12/22/2000,162.85,188.24
12/25/2000,162.85,188.24
12/26/2000,163.19,188.85
12/27/2000,163.81,187.27
12/28/2000,161.94,186.89
12/29/2000,161.91,186.84
01/01/2001,161.91,186.84
01/02/2001,159.88,185.35
01/03/2001,159.49,183.16
01/04/2001,158.99,184.8
01/05/2001,159.37,185.64
01/08/2001,159.44,185.33
01/09/2001,159.17,185.35
01/10/2001,157.48,184.77
01/11/2001,157.03,185.52
01/12/2001,156.98,188.06
01/15/2001,156.98,188.06
01/16/2001,156.66,190.38
01/17/2001,156.56,191.75
01/18/2001,157.23,195.09
01/19/2001,157.32,193.3
01/22/2001,158.68,194.39
01/23/2001,158.53,194.42
01/24/2001,157.25,193.96
01/25/2001,157.39,194.68
01/26/2001,156.24,195.31
01/29/2001,156.3,195.32
01/30/2001,157.98,195.22
01/31/2001,158,195.05
02/01/2001,159.61,194.87
02/02/2001,158.81,194.01
02/05/2001,157.75,190.44
02/06/2001,156.6,189.33
02/07/2001,156.32,187.53
02/08/2001,154.75,185.36
02/09/2001,154.65,185.08
02/12/2001,155.13,185.04
02/13/2001,154.86,184.63
02/14/2001,154.29,183.29
02/15/2001,151.77,183.48
02/16/2001,153.5,182.34
02/19/2001,153.5,182.34
02/20/2001,152.29,179.58
02/21/2001,153.37,179.12
02/22/2001,153.63,179.43
02/23/2001,155.01,180.02
02/26/2001,157.85,180.69
02/27/2001,158.82,179.63
02/28/2001,158.49,181.75
03/01/2001,157.56,178.55
03/02/2001,155.75,179.5
03/05/2001,156.05,179.45
03/06/2001,154.53,179.07
03/07/2001,155.44,179.9
03/08/2001,157.64,181.74
03/09/2001,160.83,182.25
03/12/2001,161.44,179.01
03/13/2001,158.72,179.44
03/14/2001,156.03,179.78
03/15/2001,154.52,175.57
03/16/2001,153.42,174.06
03/19/2001,154.42,174.33
03/20/2001,154.91,175.68
03/21/2001,155.7,175.5
03/22/2001,155.25,175.8
03/23/2001,155.44,176.15
03/26/2001,155.73,176.9
03/27/2001,155.16,179.14
03/28/2001,154.3,176.74
03/29/2001,153.67,175.14
03/30/2001,152.98,173.55
04/02/2001,151.49,174.42
04/03/2001,152.28,174.36
04/04/2001,153.18,175.47
04/05/2001,153.02,176.02
04/06/2001,154.1,175.31
04/09/2001,153.15,174.56
04/10/2001,152.58,174.98
04/11/2001,153.42,176.6
04/12/2001,154.21,176.82
04/13/2001,154.21,176.82
04/16/2001,156.16,179.83
04/17/2001,154.82,177.04
04/18/2001,154.96,176.86
04/19/2001,157.34,179.28
04/20/2001,157,179.75
04/23/2001,156.41,179.73
04/24/2001,156.66,180.23
04/25/2001,155.43,176.55
04/26/2001,156.57,177.21
04/27/2001,156.47,176.71
04/30/2001,156.58,175.08
05/01/2001,156.83,176.18
05/02/2001,157.44,176.6
05/03/2001,157.99,175.41
05/04/2001,157.89,175.23
05/07/2001,157.94,173.96
05/08/2001,157.36,174.3
05/09/2001,160.3,177.54
05/10/2001,159.79,174.94
05/11/2001,159.14,174.44
05/14/2001,159.37,175.29
05/15/2001,159.27,173.82
05/16/2001,161.53,179.59
05/17/2001,162.55,180.9
05/18/2001,170.78,184.22
05/21/2001,169.59,183.19
05/22/2001,169.43,183.93
05/23/2001,168.56,184.43
05/24/2001,165.8,186.06
05/25/2001,165.11,184.59
05/28/2001,165.11,184.59
05/29/2001,162.8,182.93
05/30/2001,158.26,179.12
05/31/2001,157.98,177.73
06/01/2001,158.65,178.27
06/04/2001,157.81,174.78
06/05/2001,158.18,175.12
06/06/2001,158.14,175.01
06/07/2001,158.33,174.83
06/08/2001,162.61,176.26
06/11/2001,159.34,175.03
06/12/2001,161.55,176.56
06/13/2001,161.86,178.14
06/14/2001,163.83,180.32
06/15/2001,161.42,177.54
06/18/2001,162.12,178.51
06/19/2001,162.73,177.69
06/20/2001,162.15,175.42
06/21/2001,162.29,174.6
06/22/2001,162.12,173.82
06/25/2001,163,173.62
06/26/2001,164.38,175.64
06/27/2001,161.9,173.94
06/28/2001,160.26,173.55
06/29/2001,161.04,173.37
07/02/2001,160.38,172.74
07/03/2001,159.32,171.47
07/04/2001,159.32,171.47
07/05/2001,157.87,169.9
07/06/2001,158.36,171
07/09/2001,158.65,170.17
07/10/2001,158.48,170.99
07/11/2001,159.74,170.89
07/12/2001,158.75,171.22
07/13/2001,159.11,172.85
07/16/2001,158.98,168.97
07/17/2001,159.77,170.51
07/18/2001,161.08,172.13
07/19/2001,160.56,170.22
07/20/2001,160.87,170.24
07/23/2001,160.27,171.09
07/24/2001,160.82,171.11
07/25/2001,159.54,170
07/26/2001,158.67,170.34
07/27/2001,159.39,169.47
07/30/2001,157.9,169.12
07/31/2001,158.86,169.94
08/01/2001,159.53,170.15
08/02/2001,159.54,170.25
08/03/2001,159.85,169.99
08/06/2001,159.37,168.59
08/07/2001,159.38,167.8
08/08/2001,159.87,167.01
08/09/2001,163.14,169.63
08/10/2001,163.51,166.76
08/13/2001,164.62,166.92
08/14/2001,164.93,169.13
08/15/2001,164.53,167.31
08/16/2001,164.25,169.04
08/17/2001,166.69,171.77
08/20/2001,164.72,167.39
08/21/2001,164.03,169
08/22/2001,163.99,169.57
08/23/2001,164.24,170.03
08/24/2001,162.6,168.61
08/27/2001,162.64,169.17
08/28/2001,162.36,168.63
08/29/2001,163.21,168.73
08/30/2001,164.23,167.67
08/31/2001,163.65,167.96
09/03/2001,163.65,167.96
09/04/2001,162.05,167.11
09/05/2001,162.31,167.36
09/06/2001,162.85,167.18
09/07/2001,162.93,166.99
09/10/2001,162.14,167.44
09/11/2001,162.16,167.45
09/12/2001,162.16,167.45
09/13/2001,162.16,167.45
09/14/2001,173.22,172.97
09/17/2001,172.8,176.33
09/18/2001,171.74,178.74
09/19/2001,173.29,189.63
09/20/2001,171.82,181.25
09/21/2001,173.68,184.54
09/24/2001,172.53,183.7
09/25/2001,173.07,181.79
09/26/2001,174.86,184.52
09/27/2001,173.92,184.25
09/28/2001,174.41,186.94
10/01/2001,173.97,186.66
10/02/2001,172.62,185.99
10/03/2001,173.04,185.41
10/04/2001,173.06,186.62
10/05/2001,173.6,187.43
10/08/2001,174.17,186.87
10/09/2001,171.98,182.08
10/10/2001,170.21,177.69
10/11/2001,167.79,177.1
10/12/2001,169.64,178.91
10/15/2001,167.89,175.86
10/16/2001,168.02,173.95
10/17/2001,168.68,174.96
10/18/2001,166.2,170.69
10/19/2001,166.74,171.1
10/22/2001,164.04,169.61
10/23/2001,164.29,169.94
10/24/2001,164.18,168.83
10/25/2001,165.32,169.04
10/26/2001,165.39,168.85
10/29/2001,166.25,170
10/30/2001,167.15,170.81
10/31/2001,166.74,169.3
11/01/2001,166.87,168.59
11/02/2001,166.94,164.71
11/05/2001,166.2,164.26
11/06/2001,166.62,165.07
11/07/2001,167.29,165.48
11/08/2001,164.8,163.49
11/09/2001,165.19,163.58
11/12/2001,165.78,165.12
11/13/2001,165.44,166.01
11/14/2001,165.45,166.18
11/15/2001,163.91,164.83
11/16/2001,163.68,164.36
11/19/2001,162.52,162.96
11/20/2001,162.71,162.65
11/21/2001,162.71,162.02
11/22/2001,162.71,162.02
11/23/2001,162.73,162.03
11/26/2001,162.46,161.62
11/27/2001,162.94,162.03
11/28/2001,163.43,165.02
11/29/2001,163.2,163.24
11/30/2001,163.33,165.64
12/03/2001,165.14,168.46
12/04/2001,164.19,165.52
12/05/2001,163.19,167.4
12/06/2001,163.44,168.92
12/07/2001,163.27,170.12
12/10/2001,162.28,169.15
12/11/2001,162.23,170.43
12/12/2001,163.19,170.04
12/13/2001,163.25,170.65
12/14/2001,165.64,173.93
12/17/2001,165.48,174.07
12/18/2001,167.04,176.27
12/19/2001,164.13,171.81
12/20/2001,164.44,175.49
12/21/2001,165.52,178.37
12/24/2001,165.54,178.4
12/25/2001,165.54,178.4
12/26/2001,166.33,181.25
12/27/2001,165.21,178.26
12/28/2001,164.68,179.47
12/31/2001,166.01,183.09
01/01/2002,166.01,183.09
01/02/2002,166.15,180.99
01/03/2002,165.74,183.91
01/04/2002,166.16,185.6
01/07/2002,166.01,186.3
01/08/2002,166.19,185.23
01/09/2002,168.89,188.04
01/10/2002,171.12,187.64
01/11/2002,171.31,187.57
01/14/2002,170.1,180.29
01/15/2002,169.51,181.9
01/16/2002,171.3,182.18
01/17/2002,169.58,177.52
01/18/2002,168.82,173.53
01/21/2002,168.82,173.53
01/22/2002,167.96,171.29
01/23/2002,166.24,170.18
01/24/2002,166.01,170.7
01/25/2002,166.43,171.99
01/28/2002,166.1,169.82
01/29/2002,167.83,171.62
01/30/2002,168.14,171.55
01/31/2002,168.15,168.76
02/01/2002,170.47,172.37
02/04/2002,172.46,171.67
02/05/2002,177.82,175.76
02/06/2002,177.35,174.49
02/07/2002,178.73,173.69
02/08/2002,180.99,178.09
02/11/2002,178.88,176.53
02/12/2002,179.19,179.36
02/13/2002,178.42,180.2
02/14/2002,178.55,181
02/15/2002,177.78,181.25
02/18/2002,177.78,181.25
02/19/2002,174.66,178.66
02/20/2002,174.08,175.95
02/21/2002,174.62,176.88
02/22/2002,174.63,175.97
02/25/2002,174.3,174.84
02/26/2002,177.46,177.16
02/27/2002,176.52,177.25
02/28/2002,176.82,180.13
03/01/2002,177.61,182.13
03/04/2002,176.86,183.55
03/05/2002,175.26,181.69
03/06/2002,174.97,180.7
03/07/2002,172.95,178.71
03/08/2002,172.84,179.72
03/11/2002,173.46,178.95
03/12/2002,174.99,179.48
03/13/2002,175,180.68
03/14/2002,173.53,179.57
03/15/2002,172.88,179.3
03/18/2002,174.22,179.73
03/19/2002,174.64,180.54
03/20/2002,174.29,180.95
03/21/2002,174.72,179.96
03/22/2002,177.4,181.24
03/25/2002,177.55,182.87
03/26/2002,177.02,183.08
03/27/2002,180.18,186.88
03/28/2002,180.42,185.69
03/29/2002,180.42,185.69
04/01/2002,180.76,187.73
04/02/2002,182.43,189.61
04/03/2002,180.36,186.43
04/04/2002,179.48,184.76
04/05/2002,178.89,182.97
04/08/2002,179.1,182.6
04/09/2002,178.04,182.14
04/10/2002,179.83,184.94
04/11/2002,180.13,183.19
04/12/2002,180.08,183.6
04/15/2002,178.8,177.93
04/16/2002,178.09,176.15
04/17/2002,180.07,177.95
04/18/2002,181.5,179.91
04/19/2002,180.2,180.12
04/22/2002,180.58,181.77
04/23/2002,181.19,182.9
04/24/2002,181.31,182.55
04/25/2002,183.58,184.86
04/26/2002,185.67,186.19
04/29/2002,185.34,185.58
04/30/2002,183.98,181.4
05/01/2002,184.11,181.21
05/02/2002,183.64,181.74
05/03/2002,185.97,183.82
05/06/2002,185.41,183.73
05/07/2002,185.65,184.53
05/08/2002,183.64,182.67
05/09/2002,184.42,184.35
05/10/2002,185.32,186.07
05/13/2002,185.16,183.59
05/14/2002,183.21,183.6
05/15/2002,184.05,184.8
05/16/2002,184.77,185.33
05/17/2002,185.25,185.94
05/20/2002,188.31,190.55
05/21/2002,188.44,193.15
05/22/2002,189.75,192.96
05/23/2002,192.43,195.84
05/24/2002,191.19,194.25
05/27/2002,191.19,194.25
05/28/2002,193.31,194.69
05/29/2002,194.09,197.21
05/30/2002,194.04,198.82
05/31/2002,194.53,201.1
06/03/2002,194.67,202.64
06/04/2002,195.34,204.45
06/05/2002,191.36,197.28
06/06/2002,193.57,199.28
06/07/2002,193.34,198.69
06/10/2002,189.86,196.01
06/11/2002,190.47,194.82
06/12/2002,190.83,196.17
06/13/2002,189.3,192.88
06/14/2002,190.08,193.6
06/17/2002,189.1,192.56
06/18/2002,190.06,193.48
06/19/2002,190.42,193.41
06/20/2002,192.45,194.57
06/21/2002,193.29,193.99
06/24/2002,193.08,194.49
06/25/2002,190.6,193.15
06/26/2002,190.78,194.03
06/27/2002,190.08,194.84
06/28/2002,186.7,193.14
07/01/2002,187.02,194.48
07/02/2002,186.32,196.95
07/03/2002,185.19,197.16
07/04/2002,185.19,197.16
07/05/2002,185.21,197.18
07/08/2002,185.95,198.2
07/09/2002,188.34,201.31
07/10/2002,187.54,201.01
07/11/2002,189.06,202.69
07/12/2002,188.07,201.62
07/15/2002,190.46,203.76
07/16/2002,189.05,200.39
07/17/2002,189.12,199.28
07/18/2002,188.77,199.29
07/19/2002,192.8,202.21
07/22/2002,192.59,200.92
07/23/2002,186.1,194.48
07/24/2002,185.28,193.57
07/25/2002,184.34,193.38
07/26/2002,180.5,185.82
07/29/2002,180.11,184.85
07/30/2002,181.01,185.58
07/31/2002,180.54,183.2
08/01/2002,181.03,182.61
08/02/2002,182.81,183.01
08/05/2002,183.19,184.63
08/06/2002,181.84,183.84
08/07/2002,187.05,186.32
08/08/2002,184.75,184.86
08/09/2002,187.01,186.14
08/12/2002,186.92,183.11
08/13/2002,186.98,182.6
08/14/2002,185.57,177.73
08/15/2002,187.12,178.69
08/16/2002,186.71,179.14
08/19/2002,182.18,175.63
08/20/2002,183.79,176.95
08/21/2002,183.14,176.28
08/22/2002,182.56,178.04
08/23/2002,182.57,176.34
08/26/2002,184.19,176.92
08/27/2002,185.92,179.58
08/28/2002,184.15,179.39
08/29/2002,186.23,180.67
08/30/2002,185.94,177.15
09/02/2002,185.94,177.15
09/03/2002,186.63,177.86
09/04/2002,187.53,178.26
09/05/2002,189.49,180.25
09/06/2002,190.51,180.06
09/09/2002,191.3,182.58
09/10/2002,189.3,181.6
09/11/2002,188.53,181.01
09/12/2002,189.91,182.81
09/13/2002,188.55,181.51
09/16/2002,188.81,181.33
09/17/2002,188.65,182.45
09/18/2002,190.79,184.13
09/19/2002,192.04,184.93
09/20/2002,191.64,184.54
09/23/2002,192.2,184.49
09/24/2002,194.04,185.37
09/25/2002,191.92,182.6
09/26/2002,190.8,179.63
09/27/2002,190.45,178.84
09/30/2002,192.91,180.58
10/01/2002,191.14,178.2
10/02/2002,191.5,178.09
10/03/2002,191.27,178.1
10/04/2002,191.81,178.3
10/07/2002,191.72,176.74
10/08/2002,189.53,173.69
10/09/2002,190.37,172.78
10/10/2002,188.36,170.21
10/11/2002,188.25,171.6
10/14/2002,189.11,171.23
10/15/2002,186.03,171.75
10/16/2002,186.81,173.63
10/17/2002,185.34,172.64
10/18/2002,186,173.25
10/21/2002,184.95,172.95
10/22/2002,186.21,175.35
10/23/2002,185.62,175.15
10/24/2002,184.8,173.37
10/25/2002,186.41,175.17
10/28/2002,187.45,175.39
10/29/2002,188.94,179.3
10/30/2002,188.24,178.31
10/31/2002,189.14,179.11
11/01/2002,189.62,178.53
11/04/2002,189.35,178.43
11/05/2002,189.3,178.75
11/06/2002,188.89,178.28
11/07/2002,190.68,180.96
11/08/2002,191.16,180.25
11/11/2002,191.12,181.86
11/12/2002,192.97,182.97
11/13/2002,189.54,181.4
11/14/2002,189.07,181.48
11/15/2002,190.79,182
11/18/2002,189.92,180.48
11/19/2002,189.63,180.88
11/20/2002,188.93,180.49
11/21/2002,188.87,177.88
11/22/2002,190.9,180.86
11/25/2002,189.14,178.06
11/26/2002,189.02,176.21
11/27/2002,188.5,175.62
11/28/2002,188.5,175.62
11/29/2002,188.51,175.63
12/02/2002,188.94,175.93
12/03/2002,190.55,180.29
12/04/2002,191.69,181.29
12/05/2002,193.18,183.79
12/06/2002,194.07,184.19
12/09/2002,193.74,182.82
12/10/2002,192.38,183.14
12/11/2002,193.15,184.02
12/12/2002,197.08,188.27
12/13/2002,198.09,186.69
12/16/2002,200.37,186.51
12/17/2002,200.61,184.06
12/18/2002,203.41,185.06
12/19/2002,205.67,187.24
12/20/2002,202.41,183.56
12/23/2002,205.16,184.49
12/24/2002,206.18,184.78
12/25/2002,206.18,184.78
12/26/2002,207.44,186.49
12/27/2002,207.63,187.21
12/30/2002,204.32,185.25
12/31/2002,206.76,190.76
01/01/2003,206.76,190.76
01/02/2003,205.77,191.21
01/03/2003,208.8,194.39
01/06/2003,209.12,194.69
01/07/2003,206.51,190.93
01/08/2003,210.44,193
01/09/2003,210.1,192.53
01/10/2003,210.82,193.25
01/13/2003,210.96,191.96
01/14/2003,209.41,188.99
01/15/2003,208.65,189.59
01/16/2003,212.81,191.78
01/17/2003,212.04,190.79
01/20/2003,212.04,190.79
01/21/2003,212.54,191.21
01/22/2003,213.97,192.33
01/23/2003,216.83,189.84
01/24/2003,219.03,193.81
01/27/2003,219.64,191.85
01/28/2003,220,193.44
01/29/2003,217.82,190.67
01/30/2003,219.19,193.25
01/31/2003,218.84,192.86
02/03/2003,220.34,191.89
02/04/2003,225.27,195.19
02/05/2003,223.68,189.24
02/06/2003,219.83,185.76
02/07/2003,219.72,184.57
02/10/2003,216,182.6
02/11/2003,215.3,181.42
02/12/2003,209.37,178.93
02/13/2003,212.17,179.97
02/14/2003,208.91,179.97
02/17/2003,208.91,179.97
02/18/2003,204.25,180.83
02/19/2003,207.64,183.56
02/20/2003,209.49,185.04
02/21/2003,208.72,185.24
02/24/2003,211.47,187.28
02/25/2003,209.1,184.43
02/26/2003,210.12,184.95
02/27/2003,205.44,181.24
02/28/2003,207.88,182.23
03/03/2003,207.31,185.1
03/04/2003,209.69,185.11
03/05/2003,209.63,183.73
03/06/2003,211.84,185.16
03/07/2003,208.28,185.76
03/10/2003,210.62,185.46
03/11/2003,208.13,185.86
03/12/2003,205.8,183.69
03/13/2003,199.48,179.93
03/14/2003,199.84,179.86
03/17/2003,200.21,176.38
03/18/2003,200.58,176.9
03/19/2003,199.69,175.2
03/20/2003,197.8,175.01
03/21/2003,193.66,172.56
03/24/2003,195.7,173.17
03/25/2003,195.05,174.17
03/26/2003,196.12,174.37
03/27/2003,195.12,174.18
03/28/2003,196.97,175.77
03/31/2003,199.65,177.06
04/01/2003,198.65,175.95
04/02/2003,195.81,174.57
04/03/2003,193.03,175.01
04/04/2003,193.22,175.09
04/07/2003,190.98,175.43
04/08/2003,191.4,177.61
04/09/2003,193.36,177.82
04/10/2003,194.02,178.1
04/11/2003,194.74,178.22
04/14/2003,192.62,180.02
04/15/2003,192.99,179.43
04/16/2003,193.47,177.94
04/17/2003,194.24,177.35
04/18/2003,194.24,177.35
04/21/2003,198,179.94
04/22/2003,198.54,182.4
04/23/2003,196.83,183.51
04/24/2003,198.74,184.31
04/25/2003,197.91,183.8
04/28/2003,198.58,181.8
04/29/2003,198.11,180.62
04/30/2003,201.32,184.07
05/01/2003,203.11,188.94
05/02/2003,202.46,189.82
05/05/2003,203.25,190.55
05/06/2003,203.38,189.96
05/07/2003,203.03,187.67
05/08/2003,206.89,190.05
05/09/2003,207.01,189.98
05/12/2003,208.81,192.85
05/13/2003,207.86,190.99
05/14/2003,209.23,192.86
05/15/2003,209.41,189.22
05/16/2003,210.66,189.62
05/19/2003,216.3,190.83
05/20/2003,217.55,188.93
05/21/2003,220.93,187.08
05/22/2003,218.51,184.59
05/23/2003,218.99,184
05/26/2003,218.99,184
05/27/2003,218.42,183.15
05/28/2003,216.89,183.75
05/29/2003,219.56,181.18
05/30/2003,216.55,179.52
06/02/2003,217.46,178.55
06/03/2003,216.99,178.63
06/04/2003,215.4,178.24
06/05/2003,218.9,178.25
06/06/2003,215.94,180.04
06/09/2003,214.84,178.98
06/10/2003,209.04,177.09
06/11/2003,211.06,178.28
06/12/2003,209.7,178.51
06/13/2003,211.66,181.32
06/16/2003,213.16,182.8
06/17/2003,215.6,182.73
06/18/2003,212.05,180.68
06/19/2003,214.42,181.12
06/20/2003,211.4,179.5
06/23/2003,209.46,180.7
06/24/2003,205.5,178.96
06/25/2003,207.22,180.82
06/26/2003,204.02,179.13
06/27/2003,204.8,178.54
06/30/2003,205.29,180.53
07/01/2003,208.49,181.21
07/02/2003,208.44,183.58
07/03/2003,208.27,185.48
07/04/2003,208.27,185.48
07/07/2003,206.57,187.28
07/08/2003,204.2,187.56
07/09/2003,203.91,190.73
07/10/2003,204.35,190.34
07/11/2003,204.69,189.95
07/14/2003,206.3,189.64
07/15/2003,203,184.15
07/16/2003,203.59,184.36
07/17/2003,204.25,184.95
07/18/2003,206.08,187.01
07/21/2003,208.28,187.82
07/22/2003,208.11,189.4
